m,TagName,
"2020-12-01 00:00:00","c","2649"
"2020-12-01 00:00:00","c#","5739"
"2020-12-01 00:00:00","c++","4452"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7825"
"2020-12-01 00:00:00","javascript","16024"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4793"
"2020-12-01 00:00:00","python","22216"
"2020-12-01 00:00:00","r","4343"
"2020-12-01 00:00:00","ruby","501"
"2020-12-01 00:00:00","swift","2099"
"2021-01-01 00:00:00","assembly","308"
"2021-01-01 00:00:00","c","2569"
"2021-01-01 00:00:00","c#","6192"
"2021-01-01 00:00:00","c++","4107"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8029"
"2021-01-01 00:00:00","javascript","16876"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4749"
"2021-01-01 00:00:00","python","22890"
"2021-01-01 00:00:00","r","4339"
"2021-01-01 00:00:00","ruby","523"
"2021-01-01 00:00:00","swift","2319"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2241"
"2021-02-01 00:00:00","c#","5799"
"2021-02-01 00:00:00","c++","4092"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","569"
"2021-02-01 00:00:00","java","7593"
"2021-02-01 00:00:00","javascript","15275"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4373"
"2021-02-01 00:00:00","python","21412"
"2021-02-01 00:00:00","r","4327"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2262"
"2021-03-01 00:00:00","assembly","320"
"2021-03-01 00:00:00","c","2486"
"2021-03-01 00:00:00","c#","6397"
"2021-03-01 00:00:00","c++","4302"
"2021-03-01 00:00:00","delphi","255"
"2021-03-01 00:00:00","go","760"
"2021-03-01 00:00:00","java","8668"
"2021-03-01 00:00:00","javascript","16770"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4749"
"2021-03-01 00:00:00","python","23913"
"2021-03-01 00:00:00","r","5178"
"2021-03-01 00:00:00","ruby","498"
"2021-03-01 00:00:00","swift","2384"
"2021-04-01 00:00:00","assembly","320"
"2021-04-01 00:00:00","c","2300"
"2021-04-01 00:00:00","c#","5906"
"2021-04-01 00:00:00","c++","3944"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","626"
"2021-04-01 00:00:00","java","7926"
"2021-04-01 00:00:00","javascript","15852"
"2021-04-01 00:00:00","perl","137"
"2021-04-01 00:00:00","php","4321"
"2021-04-01 00:00:00","python","22706"
"2021-04-01 00:00:00","r","4799"
"2021-04-01 00:00:00","ruby","518"
"2021-04-01 00:00:00","swift","2112"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2090"
"2021-05-01 00:00:00","c#","5747"
"2021-05-01 00:00:00","c++","4189"
"2021-05-01 00:00:00","delphi","169"
"2021-05-01 00:00:00","go","643"
"2021-05-01 00:00:00","java","7960"
"2021-05-01 00:00:00","javascript","15820"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4249"
"2021-05-01 00:00:00","python","22435"
"2021-05-01 00:00:00","r","4669"
"2021-05-01 00:00:00","ruby","400"
"2021-05-01 00:00:00","swift","1864"
"2021-06-01 00:00:00","assembly","260"
"2021-06-01 00:00:00","c","1867"
"2021-06-01 00:00:00","c#","5628"
"2021-06-01 00:00:00","c++","3825"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7591"
"2021-06-01 00:00:00","javascript","15005"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4078"
"2021-06-01 00:00:00","python","20916"
"2021-06-01 00:00:00","r","4284"
"2021-06-01 00:00:00","ruby","419"
"2021-06-01 00:00:00","swift","1796"
"2021-07-01 00:00:00","assembly","182"
"2021-07-01 00:00:00","c","1622"
"2021-07-01 00:00:00","c#","5205"
"2021-07-01 00:00:00","c++","3504"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","604"
"2021-07-01 00:00:00","java","6954"
"2021-07-01 00:00:00","javascript","14759"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","php","3883"
"2021-07-01 00:00:00","python","20598"
"2021-07-01 00:00:00","r","4045"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","swift","1970"
"2021-08-01 00:00:00","assembly","162"
"2021-08-01 00:00:00","c","1531"
"2021-08-01 00:00:00","c#","5119"
"2021-08-01 00:00:00","c++","3247"
"2021-08-01 00:00:00","delphi","136"
"2021-08-01 00:00:00","go","746"
"2021-08-01 00:00:00","java","6760"
"2021-08-01 00:00:00","javascript","14664"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3866"
"2021-08-01 00:00:00","python","19847"
"2021-08-01 00:00:00","r","4034"
"2021-08-01 00:00:00","ruby","447"
"2021-08-01 00:00:00","swift","1896"
"2021-09-01 00:00:00","assembly","193"
"2021-09-01 00:00:00","c","1703"
"2021-09-01 00:00:00","c#","5062"
"2021-09-01 00:00:00","c++","3601"
"2021-09-01 00:00:00","delphi","134"
"2021-09-01 00:00:00","go","620"
"2021-09-01 00:00:00","java","6614"
"2021-09-01 00:00:00","javascript","14438"
"2021-09-01 00:00:00","perl","113"
"2021-09-01 00:00:00","php","3684"
"2021-09-01 00:00:00","python","19040"
"2021-09-01 00:00:00","r","3900"
"2021-09-01 00:00:00","ruby","446"
"2021-09-01 00:00:00","swift","1625"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2093"
"2021-10-01 00:00:00","c#","5289"
"2021-10-01 00:00:00","c++","3735"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","700"
"2021-10-01 00:00:00","java","6586"
"2021-10-01 00:00:00","javascript","13838"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3584"
"2021-10-01 00:00:00","python","19817"
"2021-10-01 00:00:00","r","4176"
"2021-10-01 00:00:00","ruby","415"
"2021-10-01 00:00:00","swift","1565"
"2021-11-01 00:00:00","assembly","288"
"2021-11-01 00:00:00","c","2210"
"2021-11-01 00:00:00","c#","5605"
"2021-11-01 00:00:00","c++","3825"
"2021-11-01 00:00:00","delphi","140"
"2021-11-01 00:00:00","go","653"
"2021-11-01 00:00:00","java","6926"
"2021-11-01 00:00:00","javascript","13515"
"2021-11-01 00:00:00","perl","78"
"2021-11-01 00:00:00","php","3502"
"2021-11-01 00:00:00","python","20085"
"2021-11-01 00:00:00","r","4025"
"2021-11-01 00:00:00","ruby","393"
"2021-11-01 00:00:00","swift","1534"
"2021-12-01 00:00:00","assembly","266"
"2021-12-01 00:00:00","c","2109"
"2021-12-01 00:00:00","c#","5047"
"2021-12-01 00:00:00","c++","3587"
"2021-12-01 00:00:00","delphi","144"
"2021-12-01 00:00:00","go","727"
"2021-12-01 00:00:00","java","6205"
"2021-12-01 00:00:00","javascript","13103"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3251"
"2021-12-01 00:00:00","python","19081"
"2021-12-01 00:00:00","r","3539"
"2021-12-01 00:00:00","ruby","373"
"2021-12-01 00:00:00","swift","1427"
"2022-01-01 00:00:00","assembly","230"
"2022-01-01 00:00:00","c","1959"
"2022-01-01 00:00:00","c#","5291"
"2022-01-01 00:00:00","c++","3622"
"2022-01-01 00:00:00","delphi","135"
"2022-01-01 00:00:00","go","742"
"2022-01-01 00:00:00","java","6467"
"2022-01-01 00:00:00","javascript","14028"
"2022-01-01 00:00:00","perl","128"
"2022-01-01 00:00:00","php","3401"
"2022-01-01 00:00:00","python","19782"
"2022-01-01 00:00:00","r","3844"
"2022-01-01 00:00:00","ruby","444"
"2022-01-01 00:00:00","swift","1735"
"2022-02-01 00:00:00","assembly","217"
"2022-02-01 00:00:00","c","1741"
"2022-02-01 00:00:00","c#","5557"
"2022-02-01 00:00:00","c++","3359"
"2022-02-01 00:00:00","delphi","181"
"2022-02-01 00:00:00","go","670"
"2022-02-01 00:00:00","java","6760"
"2022-02-01 00:00:00","javascript","14383"
"2022-02-01 00:00:00","perl","96"
"2022-02-01 00:00:00","php","3469"
"2022-02-01 00:00:00","python","21410"
"2022-02-01 00:00:00","r","4156"
"2022-02-01 00:00:00","ruby","444"
"2022-02-01 00:00:00","swift","1772"
"2022-03-01 00:00:00","assembly","251"
"2022-03-01 00:00:00","c","2080"
"2022-03-01 00:00:00","c#","6438"
"2022-03-01 00:00:00","c++","3807"
"2022-03-01 00:00:00","delphi","132"
"2022-03-01 00:00:00","go","823"
"2022-03-01 00:00:00","java","8018"
"2022-03-01 00:00:00","javascript","16179"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3719"
"2022-03-01 00:00:00","python","24401"
"2022-03-01 00:00:00","r","5064"
"2022-03-01 00:00:00","ruby","526"
"2022-03-01 00:00:00","swift","2058"
"2022-04-01 00:00:00","assembly","264"
"2022-04-01 00:00:00","c","1847"
"2022-04-01 00:00:00","c#","5888"
"2022-04-01 00:00:00","c++","3819"
"2022-04-01 00:00:00","delphi","122"
"2022-04-01 00:00:00","go","751"
"2022-04-01 00:00:00","java","7766"
"2022-04-01 00:00:00","javascript","15859"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3761"
"2022-04-01 00:00:00","python","23401"
"2022-04-01 00:00:00","r","4758"
"2022-04-01 00:00:00","ruby","491"
"2022-04-01 00:00:00","swift","1761"
"2022-05-01 00:00:00","assembly","285"
"2022-05-01 00:00:00","c","1904"
"2022-05-01 00:00:00","c#","6238"
"2022-05-01 00:00:00","c++","3847"
"2022-05-01 00:00:00","delphi","129"
"2022-05-01 00:00:00","go","670"
"2022-05-01 00:00:00","java","7801"
"2022-05-01 00:00:00","javascript","15947"
"2022-05-01 00:00:00","perl","94"
"2022-05-01 00:00:00","php","3981"
"2022-05-01 00:00:00","python","22985"
"2022-05-01 00:00:00","r","4816"
"2022-05-01 00:00:00","ruby","501"
"2022-05-01 00:00:00","swift","1737"
"2022-06-01 00:00:00","assembly","247"
"2022-06-01 00:00:00","c","1651"
"2022-06-01 00:00:00","c#","6045"
"2022-06-01 00:00:00","c++","3377"
"2022-06-01 00:00:00","delphi","124"
"2022-06-01 00:00:00","go","734"
"2022-06-01 00:00:00","java","6994"
"2022-06-01 00:00:00","javascript","15110"
"2022-06-01 00:00:00","perl","124"
"2022-06-01 00:00:00","php","3818"
"2022-06-01 00:00:00","python","22143"
"2022-06-01 00:00:00","r","4396"
"2022-06-01 00:00:00","ruby","477"
"2022-06-01 00:00:00","swift","1787"
"2022-07-01 00:00:00","assembly","209"
"2022-07-01 00:00:00","c","1486"
"2022-07-01 00:00:00","c#","5953"
"2022-07-01 00:00:00","c++","3254"
"2022-07-01 00:00:00","delphi","127"
"2022-07-01 00:00:00","go","743"
"2022-07-01 00:00:00","java","6593"
"2022-07-01 00:00:00","javascript","15138"
"2022-07-01 00:00:00","perl","130"
"2022-07-01 00:00:00","php","3758"
"2022-07-01 00:00:00","python","22414"
"2022-07-01 00:00:00","r","4190"
"2022-07-01 00:00:00","ruby","450"
"2022-07-01 00:00:00","swift","1750"
"2022-08-01 00:00:00","assembly","176"
"2022-08-01 00:00:00","c","1505"
"2022-08-01 00:00:00","c#","6331"
"2022-08-01 00:00:00","c++","3236"
"2022-08-01 00:00:00","delphi","133"
"2022-08-01 00:00:00","go","852"
"2022-08-01 00:00:00","java","6520"
"2022-08-01 00:00:00","javascript","15544"
"2022-08-01 00:00:00","perl","118"
"2022-08-01 00:00:00","php","3761"
"2022-08-01 00:00:00","python","21908"
"2022-08-01 00:00:00","r","4338"
"2022-08-01 00:00:00","ruby","476"
"2022-08-01 00:00:00","swift","1743"
"2022-09-01 00:00:00","assembly","191"
"2022-09-01 00:00:00","c","1646"
"2022-09-01 00:00:00","c#","5724"
"2022-09-01 00:00:00","c++","3085"
"2022-09-01 00:00:00","delphi","148"
"2022-09-01 00:00:00","go","841"
"2022-09-01 00:00:00","java","6238"
"2022-09-01 00:00:00","javascript","14266"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","3382"
"2022-09-01 00:00:00","python","20178"
"2022-09-01 00:00:00","r","4021"
"2022-09-01 00:00:00","ruby","474"
"2022-09-01 00:00:00","swift","1800"
"2022-10-01 00:00:00","assembly","242"
"2022-10-01 00:00:00","c","2010"
"2022-10-01 00:00:00","c#","5813"
"2022-10-01 00:00:00","c++","3213"
"2022-10-01 00:00:00","delphi","153"
"2022-10-01 00:00:00","go","741"
"2022-10-01 00:00:00","java","6504"
"2022-10-01 00:00:00","javascript","14097"
"2022-10-01 00:00:00","perl","82"
"2022-10-01 00:00:00","php","3374"
"2022-10-01 00:00:00","python","22077"
"2022-10-01 00:00:00","r","4529"
"2022-10-01 00:00:00","ruby","436"
"2022-10-01 00:00:00","swift","1631"
"2022-11-01 00:00:00","assembly","288"
"2022-11-01 00:00:00","c","2189"
"2022-11-01 00:00:00","c#","6064"
"2022-11-01 00:00:00","c++","3322"
"2022-11-01 00:00:00","delphi","116"
"2022-11-01 00:00:00","go","753"
"2022-11-01 00:00:00","java","6815"
"2022-11-01 00:00:00","javascript","14404"
"2022-11-01 00:00:00","perl","110"
"2022-11-01 00:00:00","php","3376"
"2022-11-01 00:00:00","python","22958"
"2022-11-01 00:00:00","r","4637"
"2022-11-01 00:00:00","ruby","466"
"2022-11-01 00:00:00","swift","1683"
"2022-12-01 00:00:00","assembly","284"
"2022-12-01 00:00:00","c","1870"
"2022-12-01 00:00:00","c#","5364"
"2022-12-01 00:00:00","c++","2882"
"2022-12-01 00:00:00","delphi","87"
"2022-12-01 00:00:00","go","636"
"2022-12-01 00:00:00","java","6023"
"2022-12-01 00:00:00","javascript","12609"
"2022-12-01 00:00:00","perl","95"
"2022-12-01 00:00:00","php","2919"
"2022-12-01 00:00:00","python","19434"
"2022-12-01 00:00:00","r","3699"
"2022-12-01 00:00:00","ruby","397"
"2022-12-01 00:00:00","swift","1473"
"2023-01-01 00:00:00","assembly","256"
"2023-01-01 00:00:00","c","1589"
"2023-01-01 00:00:00","c#","5731"
"2023-01-01 00:00:00","c++","2904"
"2023-01-01 00:00:00","delphi","117"
"2023-01-01 00:00:00","go","795"
"2023-01-01 00:00:00","java","6242"
"2023-01-01 00:00:00","javascript","13194"
"2023-01-01 00:00:00","perl","79"
"2023-01-01 00:00:00","php","3594"
"2023-01-01 00:00:00","python","19542"
"2023-01-01 00:00:00","r","3875"
"2023-01-01 00:00:00","ruby","384"
"2023-01-01 00:00:00","swift","1591"
